Re,Cd,St,Regime
10.0,5.0564198647025895,0.17669142609343053,Laminar
10.99977499437486,4.767700679957771,0.18411921386228608,Laminar
11.999549988749719,4.563580644000055,0.17806975506068823,Laminar
12.999324983124579,4.394742724784992,0.17951852352788183,Laminar
13.999099977499437,4.172783756605474,0.1826576182610591,Laminar
14.998874971874297,4.024411180591547,0.17878083633306657,Laminar
15.998649966249157,3.947543464043457,0.16999140233034735,Laminar
16.998424960624014,3.806126835046386,0.18428856751407513,Laminar
17.998199954998874,3.6638901830683377,0.18536526262419942,Laminar
18.997974949373734,3.5992508564903396,0.16994002661332533,Laminar
19.997749943748595,3.482746883727761,0.17388413975249042,Laminar
20.997524938123455,3.403844666937061,0.18922498268984395,Laminar
21.997299932498315,3.352759703340543,0.1802707469280823,Laminar
22.99707492687317,3.2214938312743535,0.17913331894596943,Laminar
23.99684992124803,3.1655642584682617,0.17698863469871345,Laminar
24.99662491562289,3.143317251331647,0.17397202774369094,Laminar
25.99639990999775,3.076641450910612,0.1781584421595043,Laminar
26.99617490437261,3.066842650481618,0.18400763354835636,Laminar
27.99594989874747,2.9837514000250693,0.17906211964492402,Laminar
28.99572489312233,2.925075708342907,0.18219691956778508,Laminar
29.99549988749719,2.970470772511309,0.18797902468391314,Laminar
30.995274881872046,2.8811501835701443,0.17625308794815947,Laminar
31.995049876246906,2.853527758987061,0.18067484336802223,Laminar
32.99482487062177,2.774309267048359,0.18418742678845734,Laminar
33.99459986499663,2.7680774409917808,0.174505931039584,Laminar
34.99437485937149,2.7567553205070916,0.18006570367385297,Laminar
35.99414985374634,2.689447772089902,0.18854205258611126,Laminar
36.9939248481212,2.707212932696083,0.17748416859236404,Laminar
37.99369984249606,2.6511967972662362,0.18453214381797356,Laminar
38.993474836870924,2.634954084571627,0.17848971747618456,Laminar
39.99324983124578,2.601272117095254,0.18819832778346396,Laminar
40.99302482562064,2.651562073308585,0.17097804418708534,Laminar
41.9927998199955,2.5732408139546257,0.1795351556198398,Laminar
42.99257481437036,2.5204838751577228,0.17182109232108134,Laminar
43.99234980874522,2.556319959781043,0.17571597294531302,Laminar
44.99212480312008,2.475252103077081,0.1756912544274117,Laminar
45.99189979749494,2.499133425188668,0.17789555824203127,Laminar
46.9916747918698,2.415778736683049,0.17329387454405862,Laminar
47.99144978624466,2.417094309804482,0.17888162512497324,Laminar
